Partition_Index	Model_Name	Rate_Category	Rate_Probability	Rate_Factor
1	None	159	0.0044	0.9,1.1
1	None	160	0.0044	1.0,1.1
1	None	161	0.0044	1.1,1.1
1	None	162	0.0044	1.2,1.1
1	None	163	0.0044	1.3,1.1
1	None	164	0.0044	1.4,1.1
1	None	165	0.0044	1.5,1.1
1	None	166	0.0044	0.1,1.2
1	None	167	0.0044	0.2,1.2
1	None	168	0.0044	0.3,1.2
1	None	169	0.0044	0.4,1.2
1	None	170	0.0044	0.5,1.2
1	None	171	0.0044	0.6,1.2
1	None	172	0.0044	0.7,1.2
1	None	173	0.0044	0.8,1.2
1	None	174	0.0044	0.9,1.2
1	None	175	0.0044	1.0,1.2
1	None	176	0.0044	1.1,1.2
1	None	177	0.0044	1.2,1.2
1	None	178	0.0044	1.3,1.2
1	None	179	0.0044	1.4,1.2
1	None	180	0.0044	1.5,1.2
1	None	181	0.0044	0.1,1.3
1	None	182	0.0044	0.2,1.3
1	None	183	0.0044	0.3,1.3
1	None	184	0.0044	0.4,1.3
1	None	185	0.0044	0.5,1.3
1	None	186	0.0044	0.6,1.3
1	None	187	0.0044	0.7,1.3
1	None	188	0.0044	0.8,1.3
1	None	189	0.0044	0.9,1.3
1	None	190	0.0044	1.0,1.3
1	None	191	0.0044	1.1,1.3
1	None	192	0.0044	1.2,1.3
1	None	193	0.0044	1.3,1.3
1	None	194	0.0044	1.4,1.3
1	None	195	0.0044	1.5,1.3
1	None	196	0.0044	0.1,1.4
1	None	197	0.0044	0.2,1.4
1	None	198	0.0044	0.3,1.4
1	None	199	0.0044	0.4,1.4
1	None	200	0.0044	0.5,1.4
1	None	201	0.0044	0.6,1.4
1	None	202	0.0044	0.7,1.4
1	None	203	0.0044	0.8,1.4
1	None	204	0.0044	0.9,1.4
1	None	205	0.0044	1.0,1.4
1	None	206	0.0044	1.1,1.4
1	None	207	0.0044	1.2,1.4
1	None	208	0.0044	1.3,1.4
1	None	209	0.0044	1.4,1.4
1	None	210	0.0044	1.5,1.4
1	None	211	0.0044	0.1,1.5
1	None	212	0.0044	0.2,1.5
1	None	213	0.0044	0.3,1.5
1	None	214	0.0044	0.4,1.5
1	None	215	0.0044	0.5,1.5
1	None	216	0.0044	0.6,1.5
1	None	217	0.0044	0.7,1.5
1	None	218	0.0044	0.8,1.5
1	None	219	0.0044	0.9,1.5
1	None	220	0.0044	1.0,1.5
1	None	221	0.0044	1.1,1.5
1	None	222	0.0044	1.2,1.5
1	None	223	0.0044	1.3,1.5
1	None	224	0.0044	1.4,1.5
1	None	225	0.0044	1.5,1.5
